ID_NR,year,day_number,age_for_analyses,cub_status,cub_number,lon,lat,merking,event,ecotype,year_death
26171,2022,94,17,2yr,2,21.093,79.718,r,10,C,NA
26171,2024,99,19,n,NA,17.836,79.803,r,11,C,NA
26171,2025,117,20,c,1,17.241,79.938,r,5,C,NA
26172,2013,109,13,n,NA,21.875,79.721,n,11,NA,NA
26175,2013,119,2,NA,NA,20.126,78.535,n,1,C,NA
26175,2014,90,3,NA,NA,21.442,78.597,r,2,C,NA
26175,2016,98,5,n,NA,20.158,79.107,r,4,C,NA
26177,2014,93,2,n,NA,19.199,78.561,r,1,C,NA
26179,2014,114,11,n,NA,22.22,78.402,r,11,C,NA
26179,2015,94,12,n,NA,20.216,78.704,r,11,C,NA
26179,2017,92,14,c,1,21.299,78.848,r,5,C,NA
26185,2018,108,22,n,NA,18.048,77.512,r,11,O,NA
26193,2019,93,15,n,NA,24.624,77.617,r,11,NA,NA
26200,2014,90,19,n,NA,20.973,78.67,n,11,O,NA
26204,2014,93,8,n,NA,21.699,78.606,n,11,O,NA
26205,2014,93,11,yr,1,21.768,78.614,n,7,C,NA
26205,2017,97,14,n,NA,19.255,78.432,r,11,C,NA
26208,2015,78,2,NA,NA,16.91,78.352,k-death,1,C,NA
26209,2014,95,11,n,NA,18.809,78.506,n,11,C,NA
26209,2016,105,13,yr,1,18.184,77.879,r,7,C,NA
26209,2017,88,14,n,NA,19.078,78.342,r,11,C,NA
26209,2018,107,15,c,1,18.455,77.769,r,5,C,NA
26210,2014,95,13,2yr,1,18.284,77.7,n,9,NA,NA
26212,2014,103,16,n,NA,21.1644,79.5335,n,11,NA,NA
26213,2015,115,2,NA,NA,20.759,79.566,r,1,NA,NA
26214,2015,112,2,NA,NA,20.544,79.674,r,1,C,NA
26214,2024,104,11,c,2,21.391,79.819,r,6,C,NA
26214,2025,119,12,yr,1,20.361,79.68,r,7,C,NA
26217,2014,106,10,n,NA,20.79977,80.67371,n,11,O,NA
26219,2014,106,6,n,NA,20.7685,80.6756,n,11,O,NA
26220,2014,106,8,n,NA,19.9069,80.6305,n,11,O,NA
26224,2014,114,6,n,NA,23.329,78.035,n,11,NA,NA
26225,2014,116,19,n,NA,20.432,78.192,n,11,O,NA
26225,2016,104,21,n,NA,18.407,77.782,r,11,O,NA
26226,2014,117,7,c,1,14.1185,78.7361,n,5,NA,NA
26236,2015,107,2,NA,NA,15.264,77.764,n,1,C,NA
26236,2021,118,8,yr,2,17.149,77.762,r,8,C,NA
26236,2023,82,10,n,NA,14.497,77.772,r,11,C,NA
26236,2025,123,12,n,NA,13.857,78.308,r,11,C,NA
26238,2017,87,2,NA,NA,14.197,78.423,r,1,C,NA
26238,2019,107,4,NA,NA,14.281,78.535,r,3,C,NA
26240,2018,114,3,NA,NA,13.844,79.383,r,2,C,NA
26240,2022,100,7,c,2,13.876,79.372,r,6,C,NA
26240,2023,84,8,n,NA,13.2344,79.4569,r,11,C,NA
26240,2024,98,9,n,NA,13.315,79.579,r,11,C,NA
26240,2025,116,10,c,1,13.209,79.499,r,5,C,NA
26241,2015,112,8,n,NA,19.38,80.152,n,11,O,NA
26241,2024,102,17,n,NA,19.373,80.146,r,11,O,NA
26243,2015,114,8,c,2,22.207,80.287,n,6,C,NA
26253,2015,119,3,NA,NA,19.046,78.424,n,2,C,NA
26253,2018,109,6,c,1,20.361,78.193,r,5,C,NA
26255,2017,86,2,NA,NA,18.881,78.308,r,1,C,NA
26255,2021,116,6,n,NA,19.143,78.33,r,11,C,NA
26255,2022,90,7,c,2,18.972,78.479,r,6,C,NA
26263,2016,98,7,n,NA,19.836,79.097,n,11,C,NA
26263,2018,110,9,n,NA,20.824,78.96,r,11,C,NA
26263,2019,112,10,n,NA,19.744,79.073,r,11,C,NA
26263,2025,121,16,yr,1,19.608,79.144,r,7,C,NA
26265,2016,99,15,n,NA,21.905,79.018,n,11,O,NA
26269,2016,101,6,n,NA,29.182,78.861,n,11,O,NA
26271,2016,101,14,n,NA,28.227,78.914,n,11,O,NA
26273,2017,102,2,NA,NA,19.2346,78.5396,r,1,C,NA
26279,2016,107,21,n,NA,20.1839,78.4928,n,11,O,NA
26281,2023,97,7,c,1,22.372,78.166,r,5,C,NA
26284,2016,109,3,NA,NA,16.582,76.99,n,2,NA,NA
26284,2024,92,11,yr,2,15.638,77.022,r,8,NA,NA
26284,2025,100,12,n,NA,16.254,76.924,r,11,NA,NA
26287,2016,111,7,n,NA,21.111,78.584,n,11,NA,NA
26288,2016,116,14,c,1,20.51,78.881,n,5,NA,NA
26292,2016,116,8,n,NA,23.351,78.27,n,11,NA,NA
26297,2021,119,4,NA,NA,14.357,78.684,r,3,C,2022
26302,2017,97,6,n,NA,19.811,78.607,n,11,C,NA
26305,2017,101,11,yr,1,20.5139,78.1898,n,7,O,NA
26308,2024,85,7,n,NA,16.414,78.487,r,11,C,NA
26308,2025,96,8,c,2,16.3441,77.0471,r,6,C,NA
26310,2017,113,2,NA,NA,23.117,78.224,n,1,NA,NA
26310,2022,91,7,c,2,21.721,78.092,r,6,NA,NA
26310,2023,99,8,yr,1,22.027,78.203,r,7,NA,NA
26313,2017,114,4,n,NA,23.231,77.319,n,3,NA,NA
26315,2018,92,11,yr,1,21.7132,77.9801,n,7,O,NA
26325,2018,104,8,2yr,1,25.361,76.666,n,9,O,NA
26327,2018,104,6,n,NA,25.349,76.684,n,11,O,NA
26328,2018,104,8,n,NA,22.062,77.521,n,11,O,NA
26335,2018,110,24,c,2,20.428,78.915,n,6,C,NA
26335,2022,90,28,n,NA,20.438,78.928,r,11,C,NA
26341,2021,110,3,NA,NA,12.418,79.57,r,2,C,NA
26350,2019,91,8,c,2,22.878,77.562,n,6,NA,NA
26353,2019,92,6,n,NA,23.327,77.175,n,11,O,NA
26355,2019,93,8,2yr,1,25.794,77.887,n,9,O,NA
26358,2019,94,11,n,NA,26.506,78.835,n,11,C,NA
26358,2022,93,14,2yr,1,21.037,78.554,r,9,C,NA
26359,2019,94,2,NA,NA,28.136,79.045,n,1,NA,NA
26360,2019,97,4,NA,NA,16.68,77.056,n,3,NA,NA
26361,2019,112,25,n,NA,19.979,78.985,n,11,C,NA
26363,2022,102,2,NA,NA,15.254,78.633,r,1,NA,NA
26363,2023,95,3,NA,NA,14.254,78.735,r,2,NA,NA
26365,2023,97,22,n,NA,21.164,77.709,r,11,NA,NA
26380,2021,102,3,NA,NA,20.343,78.715,n,2,NA,NA
26380,2022,88,4,NA,NA,21.098,78.589,r,3,NA,NA
26380,2023,98,5,n,NA,20.478,78.718,r,4,NA,NA
26381,2021,104,8,n,NA,21.446,78.987,n,11,C,NA
26383,2022,94,2,NA,NA,21.093,79.718,r,1,NA,NA
26386,2021,112,20,n,NA,21.063,78.203,n,11,C,NA
26389,2021,113,8,n,NA,21.412,78.592,n,11,O,NA
26402,2022,93,2,NA,NA,21.037,78.554,n,1,NA,NA
26404,2022,94,23,2yr,1,20.732,79.584,n,9,NA,NA
26405,2022,94,2,NA,NA,20.732,79.584,n,1,NA,NA
26405,2024,104,4,NA,NA,21.568,79.759,r,3,NA,NA
26405,2025,119,5,n,NA,20.035,79.704,r,4,NA,NA
26406,2022,95,14,yr,1,19.957,79.281,n,7,NA,NA
26408,2022,97,7,c,2,22.4003,77.646,n,6,NA,NA
26412,2022,97,3,NA,NA,23.103,77.576,n,2,NA,NA
26412,2023,99,4,NA,NA,21.397,77.833,r,3,NA,NA
26420,2023,84,5,n,NA,15.883,78.488,n,4,NA,NA
26420,2024,101,6,n,NA,17.758,79.535,r,11,NA,NA
26423,2023,97,3,NA,NA,22.39,78.165,n,2,NA,NA
26425,2023,98,5,n,NA,21.187,78.897,n,4,NA,NA
26431,2023,100,5,n,NA,23.017,77.539,n,4,NA,NA
26435,2023,105,2,NA,NA,21.659,78.981,n,1,NA,NA
26436,2023,105,16,yr,1,21.691,78.98,n,7,NA,NA
26443,2025,96,2,NA,NA,16.63,77.042,r,1,NA,NA
26444,2024,97,6,n,NA,12.116,79.644,n,11,NA,NA
26449,2024,102,2,NA,NA,17.963,80.106,n,1,NA,NA
26451,2024,102,2,NA,NA,19.782,80.616,n,1,NA,NA
26455,2024,104,18,c,2,21.885,79.7,n,6,NA,NA
26465,2025,99,8,yr,1,17.133,77.779,n,7,NA,NA
26468,2025,104,7,n,NA,19.244,78.429,n,11,NA,NA
26469,2025,105,6,n,NA,21.733,78.563,n,11,NA,NA
26471,2025,105,10,n,NA,21.733,78.563,n,11,NA,NA
